App,ID,Author,Date,Rating,Helpful Count,Review,,
Skype,1617, Maria Mead ," June 8, 2020 ",5,3,  Excellent way to keep in touch. Can occasionally freeze if there is a bad connection but mostly it is a godsend for friends and family who are geographically far apart.,,
Skype,1618, Ebba Baker-Heath ," June 11, 2020 ",5,0,  It's perfect because you don't need a SIM card for it and if you're like not old enough to have a SIM card you can just download Skype and you can pick your friends and family.,,
Skype,1619, Zsuzsanna Szoke ," September 17, 2020 ",5,0,  It is brilliant to get families together!,,
Skype,1620, jmachin2727 ," September 23, 2020 ",1,0,"  Unable to log into app, throws up message ""Skype keeps closing""",,
Skype,1621, Aryan ," July 30, 2020 ",3,0,"  I'm experiencing a app with not of the feature of QUESTION & ANSWER session. But nice app,, thanks.",,
Skype,1622, siva prasad ," May 10, 2020 ",2,0,"  Am facing login issue, like something went wrong. Can you please help me how to fix this issue Please guide me how to fix this issue as soon as possible.",,
Skype,1623, Diana Guzman ," June 29, 2020 ",5,9,"  I love it but the facetime sometimes glitches, sometimes the voice messages are not able to be heard, and sometimes when you search something it takes hours and hours and hours.",,
Skype,1624, Richard Weissenberg ," May 19, 2020 ",5,2,"  My preferred way of making international phone calls. The paid-for version gives high audio quality, is reliable and cheap.",,
Skype,1625, Hayden Ash ," April 28, 2020 ",5,6,"  Skype has really helped me be able to contact my friends and family, even during rough times where I can't vist them in person. Thank you Microsoft for making this wonderful app!",,
Skype,1626, Herbert Rahmings ," July 16, 2020 ",1,0,  Does not work well for me i dont know why it asks for my information over and over without allowing me to sign in. Frustrating.,,
Skype,1627, Roy Wilson ," July 2, 2020 ",4,0,  Works well. Have some issues trying to connect from/to Skype for business.,,
Skype,1628, Reha Chatterjee ," August 25, 2020 ",5,0,  In this locked down and we have to face many problems we cannot go to our private tuitions. In this situation the app called Skype helped us a lot for our study. 😇,,
Skype,1629, Peter Shapton ," July 20, 2020 ",4,0,"  Quality depends on how good your wi fi is.Provided this good and stable, Skype is excellent.",,
Skype,1630, Muhammad Ahsan Khan ," July 29, 2020 ",5,0,  I really like Skype interface.,,
Skype,1631, Wilson Gomez ," July 20, 2020 ",4,1,  I only use app for calls. Sometimes very good connection. Sometimes not. Very handy when travelling internationally however,,
Skype,1632, Paul Taylor ," July 4, 2020 ",5,0,  Great video chat app. Enjoyed trouble free chat with no lag or pause.,,
Skype,1633, Gloria Brouse ," April 27, 2020 ",2,1,  Not happy with Skype. I cannot log into Skype to chat with my granddaughter. Message is telling me there is a Microsoft issue but no solution or help is available. Very dissapointed.,,
Skype,1634, Filistin Peter ," July 30, 2020 ",5,0,  Audio clarity is good,,
Skype,1635, Archana Chimbalkar ," May 28, 2020 ",1,4,"  I m trying to be at invisible mode so that i can communicate with 1 colique at once. Instead of that app is directly changing my status to available, which is causing me inconvenience. My problem is still not solved.",,
Skype,1636, Mufaddal Ali Akber ," June 8, 2020 ",5,1,"  This is an excellent app as it does not stops or disturbs in between of the call and the audio system is also perfect. If we talk about the chat ,it is very good and I enjoy using skype",,
Skype,1637, Raoul ROMANO ," July 18, 2020 ",4,1,"  Generally OK, but Skype is hacked from time to time, thus I receive spam.",,
Skype,1638, Rufi Sham ," July 25, 2020 ",5,0,"  This apps is good for our business but we can't get it in all of network,like 2G networks",,
Skype,1639, Primo ," July 14, 2020 ",5,0,  Super good to use for face to face. Lots of tricks to use too. Lov the emogis too.,,
Skype,1640, Sanjana Gajuddhur ," April 29, 2020 ",3,2,  After i used the guest time i need to sign in and when im done singing it always tell that theres something wrong with my microsoft so i can't use it angain unless i delete it and install it again and thats really anoying but apart from that everything is good i love it,,
Skype,1641, Samuel Sellers ," July 22, 2020 ",1,0,"  Absolute rubbish app, won't let me long in or on without using the 'I'm not a robot app' even then it still doesn't work",,
Skype,1642, M Carter ," April 22, 2020 ",4,5,  Excellent for staying in touch with friends and family. Only downside is sometimes the sound goes out. But we usually just re-dial when that happens and everything is fine!,,
Skype,1643, Hoora Sobhani ," July 7, 2020 ",4,0,  Initial connection takes too long. Sometimes a group call does not ring.,,
Skype,1644, Shivam pandey technical ," May 8, 2020 ",1,0,  Whenever I join any call another participant remove me and I cannot found who is he this bug should be cleared by the developer because if someone ends the call or someone remove or mute any participant how we can found please clear this bug.,,
Skype,1645, Luig Lleone ," September 6, 2020 ",5,1,  very good application i like skype his to do video call,,
Skype,1646, Nicole Smith ," July 17, 2020 ",5,0,  The app is good. Sometimes wifi causes problems hearing between sides. Without interruption from wifi the app works well.,,
Skype,1647, Arnab De ," August 5, 2020 ",5,0,  Gr8....app....it is a well known video chatting app of microsoft. It works very fine for my desktop and from my mobile,,
Skype,1648, J. Chalk ," May 8, 2020 ",5,1,  Very pleased with Skype. I have no complaints whatsoever. I prefer using Skype for my business videoconferencing.,,
Skype,1649, Amit Bharti ," September 11, 2020 ",2,0,"  Auto Logout the ID, after login its automatic Logout if I open after sometime. Android Samsung J7 Max",,
Skype,1650, VIVEK RAJ VR ," September 12, 2020 ",3,0,"  My skype name automatically appeard different letters ,how can I change ? When I tap Skyp name that shows only copy option ?how can I short that name ?",,
Skype,1651, Ahimza Rahman ," September 21, 2020 ",5,0,"  Usefull for long term video call, maybe some more simple features are needed",,
Skype,1652, Chris Gladding ," May 15, 2020 ",4,0,  Missing share screen in the Chrome OS version ...... that would be nice. I have other issues when trying to run Skype for Web so it is pushing me to you other applications!,,
Skype,1653, Krzysztof Ziemkiewicz ," July 20, 2020 ",5,0,  Very good communication tool,,
Skype,1654, Sukrut Mayee ," August 27, 2020 ",3,2,  Good app for video conferencing but sometimes it hangs during the calls and my voice doesn't reach,,
Skype,1655, gautam dutta ," May 25, 2020 ",2,7,"  Hi Support, currently I am using OnePlus7 phone and on my skype if someone message me it's come but when I send to someone message display loading and my profile status also display loading. It's happening all the devices please check what issue in that.",,
Skype,1656, Monojit Dubey ," June 19, 2020 ",5,4,  Five star for the new version. Now it consists of new features and its option of kick out of another person is also disabled which was very importent. Now I can do virtual class. I am now satisfied with this app. Thanks to Skype,,
Skype,1657, Jivi ," May 1, 2020 ",1,3,"  After the recent update app started making troubles. Can't download videos, very slow loading even in emoticon and pictures. Before this recent update, app was working well but now its really irritating to use.",,
Skype,1658, Vishnu Kumar Kailash Kumar ," June 1, 2020 ",4,3,  Better than the web application! The mobile Android app is really smooth and near seamless compared to the website which is too slow to reload and gets hanged pretty often.,,
Skype,1659, K. William Spencer ," May 2, 2020 ",4,0,"  I've been using Skype since the late 90's (need I say more?). Skype has had its issues, like everyone else, but they're still my choice.",,
Skype,1660, Ahtsham Ahmed ," July 29, 2020 ",5,3,  Best quality of video calls. Screen sharing is a very useful option.,,
Skype,1661, Siddhesh More ," June 3, 2020 ",4,2,"  1) Please provide notification sounds settings inside app. 2) When I disabled the app and again enabled it, i stopped getting notification in notification bar for new message or call. Please have a look over this issue.",,
Skype,1662, Jessica Mora ," July 30, 2020 ",5,0,"  Love this App❤❤ has helped me to get through my self isolating due to COVID! Can see and talk to my family, something that was needed to get through this hard t",,
Skype,1663, Anirudh Mishra ," June 1, 2020 ",5,2,  Best app for video calls. The best expirience is here. When you will put Don't disturb mode you can see your setting and controls bescause then no will call you and send messages to you,,
Skype,1664, Souvick Ghosh ," April 30, 2020 ",3,1,  I'd tell that the quality of the video call is nitbat all appreciated because as soon as i call anyone i get lots of problem in hearing and the video always gets freezed . So i request to make the changes and also I want to tell the this dosent have any data saver,,
Skype,1665, Roman Selivanov ," May 25, 2020 ",4,7,"  Clean calls, almost no problems with sound quality. But chat synchronizing is rather bad — some messages disappear if Skype works simultaneously on desktop and on phone, some photos of contacts are not show",,
Skype,1666, Manjula Bai ," June 28, 2020 ",4,0,"  Good vedio and very good voice calls ,but sometimes the app only gets hanging , and I have already updated the app. So all over its a best app for online meeting.😄�",,
Skype,1667, Reema Lodha ," June 14, 2020 ",4,0,"  I love the app. But lately I have been running into a sync issue. I have the latest version on my laptop and mobile, yet they don't sync. Mobile is android. Laptop Windows 10. Any resolution?",,
Skype,1668, Biying Liu ," July 21, 2020 ",5,0,  Worked well and simple to use.,,
Skype,1669, Asha sai yogi ," September 1, 2020 ",5,0,  Nice. No disturbance of networks . Voice is clear,,
Skype,1670, Abhishek Srivastava ," September 1, 2020 ",5,0,  Crystal clear sound for voice calling from Skype ID to Skype ID.,,
Skype,1671, David tunstall ," September 8, 2020 ",1,0,  Never used it and never will. yet another pre installed app that can't be removed without rooting my device. Stop forcing apps upon the people.,,
Skype,1672, Babs Anstey ," September 20, 2020 ",5,0,"  Great on my phone, I don't uses the phone for Internet calling, very often",,
Skype,1673, Yukari Powers ," May 20, 2020 ",4,0,"  It helps me a lot when I have to make international phone call. Sometimes the call quality is not so good but for most part, I am happy with the app.",,
Skype,1674, Dalia Begum ," June 28, 2020 ",5,4,  Very nice app .But the voice and video need to clear more . Without this problem all are very good.,,
Skype,1675, Bina Hejazi ," July 8, 2020 ",5,0,  Probably the best Skype ever developed! The clarity of Skype call had improved hugely!,,
Skype,1676, Sounthari Thirumal ," June 3, 2020 ",5,3,"  Video quality is really fantastic Whatever the features other meeting apps has , Every thing is included in this app The main important feature is the app is free And I really like a lot.",,
Skype,1677, Richard Abraham ," May 30, 2020 ",2,2,  Please help. OnePlus 6T device - voice messages takes too much time to play and some times it doesn't even load. Showing no notifications. each and every time I need to open the app for new message.,,
Skype,1678, Bolaji Oyewo ," June 15, 2020 ",5,1,  Awesome App. I'm enjoying using it to communicate with my Teacher during this lockdown and I'm learning Russian language with it very fast. The App makes it all so easy.,,
Skype,1679, P.S Senevirathne ," August 14, 2020 ",5,0,  It's a good app and it is very helpful for me.Also it has a good voice calling.,,
Skype,1680, music_Ibanez Music ," July 14, 2020 ",5,0,  For the first time it was very good my conversation audio when I talk with Skype:)),,
Skype,1681, Souradeep Debnath ," August 14, 2020 ",4,0,  Very nice but There is no admin in the group who controls Number group calling members should be increased more than 25 person We cannot see all persons's face in video conference in mobile,,
Skype,1682, Nadia Fouladian ," April 25, 2020 ",1,5,"  What did you do again, on your last update, you have done automatically, without asking me, on April 14? My skype has vanished from my phone screen, and I cannot find it anywhere or even install it, because it shows it is already installed! You are really genius!",,
Skype,1683, gagan simha ," July 27, 2020 ",5,0,  Good quality but Sometimes once or twice in a month there will be crash in server,,
Skype,1684, Nathalie deFontnouvelle ," June 13, 2020 ",5,0,"  Overall very reliable and great value. Sometimes calls seem to drop for no reason, but it's ok, as I just call back!",,
Skype,1685, Sekhar Dasari ," May 2, 2020 ",1,2,"  Everytime call is disconnecting automatically , when we are in group call, that also more than 5 members.. I thought so many people reported this issue. But no fix and no response on this major issue..",,
Skype,1686, Jaimin Prajapati ," May 19, 2020 ",3,1,"  Noticication does not discard when you did't answer skype call, util froce stop app. If you are using bluetooth device then even after select bluetooth as audio device, it's using mobile speker as audio chanel.",,
Skype,1687, Martell Tha Cool ," July 21, 2020 ",1,0,  I hate using Skype as how much ads are on Skype. Not cool at all. Get rid of these ads,,
Skype,1688, Ligaya Prystowsky ," July 4, 2020 ",5,0,  Wonderful alternative for Android users Very reliable and clear for prolonged periods.,,
Skype,1689, Neeraj HT ," August 1, 2020 ",5,0,"  Very fast, lot of clarity in the call, overall very smooth",,
Skype,1690, Parsa Zandiyeh ," July 23, 2020 ",4,0,  Need a little more improvment for slow connections esp when using on windows With same internet connection mobile app is better than windows app,,
Skype,1691, mrssammonroe ," June 8, 2020 ",1,3,"  My Skype worked fine until I was forced to attach it to Microsoft. Now, I've been locked out of 4 accounts in the past week. After probably 10 years, I'm done.",,
Skype,1692, Sajiraj Ponraja ," July 21, 2020 ",5,0,  Good video and audio,,
Skype,1693, M.S ACADEMY ," April 25, 2020 ",4,3,"  Everything is alright except the feature where any participant can kick off nd mute the others for fun. So please work on this, coz this is very annoying.",,
Skype,1694, gourve singla ," August 13, 2020 ",5,1,  Amazing app to call ISD numbers. Very cheap compared to mobile & landline calls.,,
Skype,1695, Amol Agrawal ," April 29, 2020 ",4,1,  It's good app for important meetings but the problem is that the participants of the group can remove the host from the call which shouldn't happen...... Please look into this matter Except this everything is great.,,
Skype,1696, meriem nesrine ," July 14, 2020 ",2,0,  I don't receive the message notifications so i have to visit the app each time to check for any new message Also i'm having trouble accessing it all when i try it just closes on its own,,
Skype,1697, Diya khan ," April 24, 2020 ",1,2,"  Call to. Mobile from.skype subscription is very bad, I can't even here from other side, I feel I made a mistake buying this subscription. Simple my minutes get deducted without hearing single word from other side.",,
Skype,1698, Alisha Thakur ," May 13, 2020 ",1,1,"  Was working good untill a few days back.....when i start opening the application, it closes by itself....so very annoying Worst app......developers plz take a look at this prblm and try to figure out a solution for this as soon as you can",,
Skype,1699, Lidia Rom ," September 8, 2020 ",5,0,"  Have no problem, great network. Highly recommend!",,
Skype,1700, April Parker ," April 22, 2020 ",5,6,  Great app! Not sure why people love zoom so much. This app is fantastic and way easier to use. I have been using Skype for 10 years.,,
Skype,1701, Daniel Vernon ," June 26, 2020 ",5,4,"  100% Free, not a single performance issue, feels so professional. Used this for years, absolutely love it!",,
Skype,1702, Kevin Davis ," September 9, 2020 ",5,0,  works most of the time if u have good connection,,
Skype,1703, Joan Nicholson ," September 13, 2020 ",5,0,  Good more straightforward than zoom,,
Skype,1704, Din Reid ," September 15, 2020 ",5,0,  Isle of Skye I guess it talk to my friends all the time literally all the time and I can never stop like literally I can stand the cop for like an hour and it doesn't,,
Skype,1705, Sebastian Bogdan ," May 16, 2020 ",5,1,  Excelent video chat multiple windows works perfectly inbetween continents in my case : Mexico ( host) and Romania ( requested ) and Norway ( requested) . Well done peoaple from Skype ❗�,,
Skype,1706, Federico Dragoni ," May 29, 2020 ",5,1,"  It has largely improved. 5stars are to encourage further improvements, I still can't understand how Skype has lost so much ground to Whatsapp and Zoom, it could be the perfect combination of both",,
Skype,1707, Tanisha Rawat ," July 15, 2020 ",1,0,  Every time this app show a problem with my Microsoft account... why i don't knw plz fix this problem as soon as possible. For me this is worst app,,
Skype,1708, Lafonsa Barnes ," July 4, 2020 ",5,1,  It's a useful tool to keep in touch 80 percent of the time. Since it's good enough for my needs I am happy with it.,,
Skype,1709, Shai Horie ," May 1, 2020 ",3,1,"  Screen share doesnt work the best, when the other person is screen sharing something, it shows black screen after a while, it's annoying",,
Skype,1710, Franz X. Kohl ," April 26, 2020 ",4,8,"  Much more reliable as competitive solutions, e.g. WhatsApp Video. Easy to use. Only issue I encounter often: it ignores my headset (Samsung Buds+) during inbound calls and uses the built-in speaker instead...",,
Skype,1711, Rasim Izhar Ali ," August 9, 2020 ",1,0,  Very slow and hangs,,
Skype,1712, Roxanne Beechick ," June 15, 2020 ",5,0,  I have had Skype for a number of years now and have been quite satisfied. No problems at all to speak of. Keeps my students and I quite connected. I would recommend �,,
Skype,1713, Farida Mansoor ," June 30, 2020 ",4,0,  Its good but the only thing is when ur on another app and someone try's to ring u on skype. It wont show.,,
Skype,1714, claire barhaim ," August 23, 2020 ",5,0,  This app has saved my life cause my phone is disconected my card was blocked The only way to call my bank was this app skip simply the best...,,
Skype,1715, Shyamal Mondal ," July 6, 2020 ",1,0,  Skype is very bad app Skype does not work properly 😡. After one day it gets a problem in Skype.😡,,
Skype,1716, TAN Terence ," August 26, 2020 ",5,0,  Very good. Can improve further with controls like a meeting,,
Skype,1717, Mishti Sinha ," August 13, 2020 ",5,1,  This is a very useful app........We can talk to anyone easily............ Nothing is complicated to figure out,,
Skype,1718, Sukanta Biswas ," May 1, 2020 ",3,2,"  It was amazing but now it keeps loading. Unable to join call. It says 'connecting' most of the time but doesn't connect, not even a error code it gives.",,
Skype,1719, Mhlonipheni Ntleko ," June 7, 2020 ",5,0,"  I have been using Skype for a while now, long video and audio calls, quality is great and screen sharing not bad.",,
Skype,1720, Md. Rafiqul Alam ," July 28, 2020 ",5,1,  Best app for chatting and calling. Very useful. People should to use it..,,
Skype,1721, Eric Suh ," June 20, 2020 ",4,5,"  App is good, my only complaint is the minimized video dimensions turn into a square instead of a rectangle. so it cuts off the top and bottom of the video.",,
Skype,1722, Dee Simpson ," July 3, 2020 ",5,1,  Fantastic! Highly recommend for clear call quality and bespoke phone number!,,
Skype,1723, Aswin P.V ," April 29, 2020 ",4,1,"  Some text I entered are not showing in latest app. Last few words are not showing.When looked in my PC app,these are showing. Guessing the bug is introduced recently. Earlier not remembering seeing this problem",,
Skype,1724, Ramakrishnan N K ," May 30, 2020 ",5,3,"  Very good app. especially in thease times of lockdown , it is proving to be most useful for meetings. It is also going to be a trendsetter after the lockdown is over and forgotten.",,
Skype,1725, Vishwajeet Chakravorty ," August 10, 2020 ",5,0,  It is the best app for video calling and the recording feature is the uniqeness of this app.,,
Skype,1726, Joy Hawkins ," July 20, 2020 ",5,0,  Very god. Sometimes no volume one end so have to cancel and start again. Otherwise god.,,
Skype,1727, Hippa Lattamaus ," April 24, 2020 ",2,5,  This app works great for awhile then there are so many glitches. Now the messages won't pop up notifications. This is why people are leaving this app for others.,,
Skype,1728, Sachin Shukla ," May 11, 2020 ",5,2,  I think and am sure this app is best . But only one thing that I don't like is that anyone in a group video call can another participant easily and can mute him also. If this will be removed I think no better app for video calling than skype,,
Skype,1729, Duncan Savage ," May 12, 2020 ",2,0,  Missed messages come through days later. Doesn't play nicely when also running Skype on a PC. Simply unreliable as a communication platform.,,
Skype,1730, A Google user ," May 24, 2020 ",5,11,"  I have been using Skype for at least 5 years. It s a way to communicate with my parents in Brazil, they don't have internet. The quality and cost of the service are really good. 5 stars *****.",,
Skype,1731, Marc D ," April 29, 2020 ",2,1,  Ever since the latest update new messages in app appear cut off. If I use the web browser version it shows the complete message. So weird.,,
Skype,1732, nabila jaber ," April 23, 2020 ",5,8,"  Very happy with this Skype in terms of sound quality, uninterrupted video chat & time duration. Also easy to manage contact list editing but not sure about deleting old msgs.",,
Skype,1733, shweta panwar ," August 17, 2020 ",5,0,  Very usefull to me after lock down in India... I am using Skype only for group chats... Vedio call.... Its works smoothly...,,
Skype,1734, Nisarg Leuva ," July 9, 2020 ",1,0,  The App is fine but one Stars because of stupid advertisements! I am paid subscriber and yet I have to see the advertisements!,,
Skype,1735, Emperor ," June 14, 2020 ",3,0,"  You people have spoilt Skype with your latest update. Skype doesn't show notifications when there are new messages anymore. My notifications are on but when I receive new messages, there are no signs at all.",,
Skype,1736, Simon Varvakis ," June 28, 2020 ",3,0,  I got used to it now but I preferred the interface in the pre-windows 10 version. This app could be so much better especially in the settings section.,,
Skype,1737, Aabid Khan ," June 24, 2020 ",1,10,"  Conversations not update, Performance is worst, it should realiable and work faster ....but as compare Skype of window it has many challenges cause it performance is slow.. Message are not appear and take too long time to update running conversation...",,
Skype,1738, Terry Simmons ," April 23, 2020 ",5,6,"  Great!! Very clear, sound and picture. High quality, just what is needed in times like this!!",,
Skype,1739, NoGary ," May 14, 2020 ",5,2,"  With a strong internet connection, Skype is the most reliable way to connect by voice-call internationally.",,
Skype,1740, Julie Masly ," June 9, 2020 ",5,1,  This app is good I have been using ZOOM and Skype its much better plus in ZOOM every 40 minutes I was kicked out from the call if Skype every 40 minutes they dont kick me and I dont need to ask someone what is his email I just need to search his name this is why I rate for full star,,
Skype,1741, Little Monster11 ," May 5, 2020 ",5,1,  AMAZING there's special emojis and there's even LGBTQ+ flags!!!!!!!!!!!!!!!!!!!!!!And the quality of the calls and video chats is amazing!!!!!!,,
Skype,1742, Mukesh Rathore ," September 8, 2020 ",5,1,  It's nice.... Voice and video quality is very good,,
Skype,1743, Iqbal Ali ," September 20, 2020 ",2,0,  It is okay but don't have enough features,,
Skype,1744, Nabanoba OLIVER BELLAH ," September 22, 2020 ",5,0,  Very good audio...yet am deep down in a remote area,,
Skype,1745, Zothanliana Hmar ," May 11, 2020 ",5,1,"  The app is perfect for attending classes during this quarantine,but i request an update where the person who removed you from call's name will be shown,its shown as 'another participant' and makes it hard for very people to fix these problems,so i request you to show the name of the person who kicks...Full ReviewThe app is perfect for attending classes during this quarantine,but i request an update where the person who removed you from call's name will be shown,its shown as 'another participant' and makes it hard for very people to fix these problems,so i request you to show the name of the person who kicks you out from a call",,
Skype,1746, Banani Dey ," August 27, 2020 ",5,0,  Better than the best of all video calling apps but it requires too much battery please solve this problem....,,
Skype,1747, Nick Burden ," July 27, 2020 ",5,0,  Good connection most of the time and during the current restrictions as a FIFO worker it's a lifesaver,,
Skype,1748, BISHAL'S TUTORIALS ," June 14, 2020 ",5,1,  Really awesome app for online class...but this is only for 25 people...it would be better if near about 50-60 people or more than that people can join...,,
Skype,1749, Priyanshu Raj ," June 9, 2020 ",1,0,"  It is a awesome app, but here anyone can remove others from the call. So this problem needs to be fixed.",,
Skype,1750, Mechoa echo ," June 27, 2020 ",4,0,  I love to call my friends on this app! The reason I give it four stars is because the audio is very bad on the call so we have to call again for the audio to work other than that it's perfect! ⭐�,,
Skype,1751, Ryne Whalen ," June 20, 2020 ",1,9,  This app is trash. Good luck connecting to people on windows. Some how EVERYONE is offline. Had to reset password twice because it said it was wrong. Then when I reset it it said I was using the same password that was wrong. Skype is garbage,,
Skype,1752, LukeHusky2203 ," April 30, 2020 ",4,0,  It's a pretty decent app but the problem I'm having is the dark box that pops up when you leave the app while in a call it's annoying when your trying to do something like playing a game and not being able to get rid of it,,
Skype,1753, Shiva Razavi Davoodi ," May 11, 2020 ",1,0,"  It shows me always active!!!! When I change my status to ""invisible"", after leaving Skype it changes to ""active"" again!!!",,
Skype,1754, Kalpana Mallick ," April 30, 2020 ",3,3,"  One thing needs to be fixed. From an ongoing video call, anyone can remove anybody anonymously which is quite frustrating and irritating.If there was a way to know who removes who, it can be a better experience.",,
Skype,1755, Arlene Mills ," July 29, 2020 ",5,0,"  Great communication with my 96 year old, whom I can't see because of the virus. Thank you for making it happen Arlene Mills",,
Skype,1756, Z B ," August 27, 2020 ",1,0,  Everyone else were not online despite them being online. The internet connection problem is not good,,
Skype,1757, Sherry Wood ," April 24, 2020 ",5,4,  This is great! Easy to download and so cool to be able to SKYPE friends all over the world. Try it...you'll love it!,,
Skype,1758, Gabby Gab ," August 14, 2020 ",4,0,  When app gets to much good rating they start asking fee or maybe not?,,
Skype,1759, Roblox Queenz ," May 9, 2020 ",4,0,  It's a really good app and it helps too communicate with others one thing I would change is last seen minutes ago I think it should be last online otherwise other people will think last called but either way it's a really good communication app,,
Skype,1760, Sashi Bhusan Barik ," July 31, 2020 ",5,0,  This is a very good app. It's better than the other apps for meeting. I like it. �,,
Skype,1761, Ross L ," June 29, 2020 ",3,6,"  Functions correctly as what it does. Knocking off the stars because the app does not implement system dark mode properly so even though the OS is dark and the Skype app is dark, the nav bar is bright white.",,
Skype,1762, R Q ," May 10, 2020 ",1,0,  Awful user experience when more than 2 users trying to have a group meeting. Other competitors services are better. Overly complicated and not worth the hassle.,,
Skype,1763, aditya biraj ," July 11, 2020 ",5,0,  It's one and only best video calling platform just need a good speed internet connection,,
Skype,1764, Mamun Nawaj ," June 10, 2020 ",5,0,  I am loving to spend my free time in Skype. Great app with some awesome features. No prob at all during video call and call quality is awesome. Thanks to Microsoft for this wonderful App.,,
Skype,1765, yummy food ," July 8, 2020 ",1,0,  Very Bad experience. The other one should not hear my voice . Sometimes it started echoing. Really bad the worst app l have seen ever,,
Skype,1766, Riddhi Tokdar ," April 25, 2020 ",3,4,  It keeps on ringing on my phone when I received the call from computer. Also the notification of someone calling never goes away unless I restart the device.,,
Skype,1767, Simron Dutta ," May 18, 2020 ",2,0,  Please fix the bug. We students are facing problems because of this. It frequently shows removed by some other participant. When they don't do that. Please fix it.,,
Skype,1768, Akshay Rao ," June 2, 2020 ",3,1,  Hello Skype team I'm using Skype for my office purpose usually I'll be getting messages and calls from office their is an issue I'm facing since from a couple of days that if I get a message in Skype I'm not getting notification since I'm using a latest version of Skype I have to open the app and ch...Full ReviewHello Skype team I'm using Skype for my office purpose usually I'll be getting messages and calls from office their is an issue I'm facing since from a couple of days that if I get a message in Skype I'm not getting notification since I'm using a latest version of Skype I have to open the app and check whether their is any messages for me please do consider this issue and resolve ASAP Thank you,,
Skype,1769, Sano Niyatbekovich ," July 2, 2020 ",5,0,"  Amazing app, the creator is GENIUS👍👍👍👍👍, Thanks so much that i could reach my Loved one through this amazing app😊👍, the privacy and sec",,
Skype,1770, Stephen W ," June 25, 2020 ",5,3,  I live abroad and the possibility to have a local US telephone number is a lifesaver. It allows me to talk to security people from Bank centers or websites. Great app.,,
Skype,1771, Ugorji Nnenna ," May 20, 2020 ",5,1,"  Best video conference call app I've ever downloaded, quality is perfect and it doesn't take excess data and better still, it doesn't contain intruding ads",,
Skype,1772, Efiram Paden ," July 10, 2020 ",5,0,  Love this app so much. Thank you for facilitating an easy and convenient communication.,,
Skype,1773, Arujyoti Daripa ," June 17, 2020 ",5,0,  It is very nice app ..... It takes battary but no problem I have found while conversation with vedio or audio. You can believe this app. It is 2020.,,
Skype,1774, Laizu Akhter Jeami ," September 22, 2020 ",1,0,  Very slow. Doesn't transfer files and images.,,
Skype,1775, Satnam Singh ," September 25, 2020 ",5,0,  Works as designed. Didn't encounter any glitches.,,
Skype,1776, Carol Rannow ," June 16, 2020 ",5,0,  Excellent way for us friends to have yoga together. I use a Bluetooth microphone headset which works best. Thanks for helping us keep healthy.,,
Skype,1777, OLUGBENGA OPATOLA ," August 18, 2020 ",5,0,"  Perfect application for vedio call, SMS and message. Pretty cheap on Wifi.",,
Skype,1778, Muhammad Zahid ," May 16, 2020 ",1,0,  This app is some sort of slowy and heaver. The sound is also not clear. I don't know what is wrong with is app.,,
Skype,1779, ajmal sarjoon ," June 5, 2020 ",5,1,"  Excellent for online classes and business conferences. Recording, screenshot and screen sharing features are so amazing and makes the tasks easy..thanks",,
Skype,1780, Mr. M ," May 29, 2020 ",5,6,  I love the service. So far so good as I can have a cost effective way to call my Aunt in the U.S. She's not tech savvy and only has a landline so the VOIP to landline service is really crucial during this Pandemic. Thank you �,,
Skype,1781, Jordyn Wolrige ," July 4, 2020 ",5,0,"  Works very well, very useful and has excellent, useful features.",,
Skype,1782, Hali Liza ," June 11, 2020 ",3,0,  The app crashes in the mid of viewing recorded video. Sometimes I can't fast forward and have to restart the app over again. This is so annoying.,,
Skype,1783, Varsha Sharma ," July 10, 2020 ",1,0,  Low quality video and audio. Microsoft account locked problem. Very bad app.,,
Skype,1784, Jeny Truman ," August 27, 2020 ",5,0,"  Awesome, BUT it could use more personalization, emojis and stuff.... And longer recording videos!",,
Skype,1785, Siddhant Jain ," May 12, 2020 ",1,1,"  Speaker is not working in the aap facing lots of problem , have to shift to Google Duo or any other app, if the problem will not be fixed by Microsoft 😠",,
Skype,1786, tiny gremliin ," April 29, 2020 ",4,1,  I love the app but the problem is I dont get the notifaction that someone texted me sometimes. Example they texted me at 9:00 am but i received the notifaction at 9:35 am pleas fix this,,
Skype,1787, alan smith ," August 2, 2020 ",5,0,"  great app, no problems at all",,
Skype,1788, Colin Campbell ," May 1, 2020 ",1,1,  I cannot communicate with my wife. Three entry names listed for her and two restricted. I can't remove the restricted name listing. Makes no sense as we have tried multiple times Deleted app number of time and reinstalled.,,
Skype,1789, Aref Heydari ," May 15, 2020 ",2,0,"  1. Visibility (active, busy and... ), is a disaster, usually shows incorrect. 2. NOTIFICATION is broken.",,
Skype,1790, Bakul Ghosh ," June 3, 2020 ",5,16,"  It is a wonderful video calling app. Most of the time it gives good service, but sometimes it lags because of poor network. Else it gives crystal clear be video service and high quality audio service.",,
Skype,1791, kremeth ," June 6, 2020 ",3,3,"  Experience as a whole is fine but most of the time I don't get notifications when someone is calling or texting me, even though all notifications are on.",,
Skype,1792, Eds Garcia ," May 23, 2020 ",5,11,"  I like skype. Been using it for years, either for work or personal. There may be glitches sometimes but it's reliable most of the time.",,
