App,ID,Author,Date,Rating,Helpful Count,Review,,,,
,2280,Vincent Pulizzi,27-Sep-20,1,3," Another update, same problem - cannot get rid of my notifications, never had this problem before these updates",,,,
,2281,Pierre Siquet,12-Jul-20,2,57, On Android: Now shows in groupfeed groups I never joined. Pretty annoying. Several display glitches. Can't get upper notification as hidden by top menu. For those complaining notifications remaining after seeing them all: you need to clear those that on android show when you slide top screen (your p...Full ReviewOn Android: Now shows in groupfeed groups I never joined. Pretty annoying. Several display glitches. Can't get upper notification as hidden by top menu. For those complaining notifications remaining after seeing them all: you need to clear those that on android show when you slide top screen (your photo has been uploaded on FB and so on...). Took time to figure out.,,,,
,2282,Jitendra Dkhar,19-Jul-20,4,115," I'm a visually impaired person. So I changed my review now, cause one problem that I facings) it's a main cost that is. I have really difficult to used this App now, the bug is not good enough to used with the accessibility. It's really slowly, everytime I opened the App after one or two minutes it ...Full ReviewI'm a visually impaired person. So I changed my review now, cause one problem that I facings) it's a main cost that is. I have really difficult to used this App now, the bug is not good enough to used with the accessibility. It's really slowly, everytime I opened the App after one or two minutes it goes to home screens by itself. Please fix it and then I will change my review for excellence. I knew this was the bug issue.",,,,
,2283,Jeanette Howard,25-Jul-20,1,84, I love my Facebook but I have somehow become an administrator and have no idea what's going on with it. Shows me to be logged in on 2 to 3 devices. Has a switch account setting in my messenger but I only have one account and tries to switch it you touch it. I do believe someone has some kind of tran...Full ReviewI love my Facebook but I have somehow become an administrator and have no idea what's going on with it. Shows me to be logged in on 2 to 3 devices. Has a switch account setting in my messenger but I only have one account and tries to switch it you touch it. I do believe someone has some kind of transparent access to my phone. I have apps being installed that I didn't install. And changes in my accounts I haven't done. I change my passwords so often I can barely keep up.,,,,
,2284,Ranny Dewi,12-Jul-20,1,46," Having bad experience with the apps opened in my mobile (samsung s10+) recently. Everytime opening the apps it just hanged unopened. Tried uninstall and reinstall it couple of times but still not getting better. I can open it on web tho in my laptop, but it's not as fun and easy as if we open it on ...Full ReviewHaving bad experience with the apps opened in my mobile (samsung s10+) recently. Everytime opening the apps it just hanged unopened. Tried uninstall and reinstall it couple of times but still not getting better. I can open it on web tho in my laptop, but it's not as fun and easy as if we open it on mobile apps version. Please fix this, as a lot of people in review section having the same/similar experience :(",,,,
,2285,Fulden Serinsu,13-Jul-20,1,55," I forgot my password and try to get it back by getting code from trusted people. I had done all the steps again and again, every time it said that recovery process completion link will be sent to my new email. However, that link did not send and i could not complete recovery process. It is been two ...Full ReviewI forgot my password and try to get it back by getting code from trusted people. I had done all the steps again and again, every time it said that recovery process completion link will be sent to my new email. However, that link did not send and i could not complete recovery process. It is been two months but nothing changed!",,,,
,2286,Tyler Winkleman,22-Aug-20,2,491," Give me more control over the privacy settings. Update 1: This app gets worse with every update. You're moving the familiar parts of the UI around seemingly as an experiment. I also get double (sometimes triple) notifications, even after dismissing within the app. Not to mention Facebook as a whole ...Full ReviewGive me more control over the privacy settings. Update 1: This app gets worse with every update. You're moving the familiar parts of the UI around seemingly as an experiment. I also get double (sometimes triple) notifications, even after dismissing within the app. Not to mention Facebook as a whole is going downhill with these ""independent fact checkers"" who are clearly promoting opinion instead of truth. Garbage app and garbage platform. It technically works as designed...2 stars.",,,,
,2287,Nicola Biggs,14-Jul-20,3,95," Just like many others before me, been having problems with certain pages mainly News pages and pages I'm following. I click on a certain page and the posts go all eratic and I can't see the most recent post on that news page then as the page just won't stop! Also my market place is messed up to the ...Full ReviewJust like many others before me, been having problems with certain pages mainly News pages and pages I'm following. I click on a certain page and the posts go all eratic and I can't see the most recent post on that news page then as the page just won't stop! Also my market place is messed up to the point I can't post any items properly. Finally if I'm on a friends profile and I look into there friends list, the list jumps a few people every time! All this after I updated my phone last month!",,,,
,2288,E peanar,11-Aug-20,1,131," Its hard to send photos in comment section from this app because it only shows the recent photos I saved from my gallery(especially when I want to send the old ones). Unlike Facebook lite, where it's easy to send photos from there because you can pick from your gallery( especially when your phone's ...Full ReviewIts hard to send photos in comment section from this app because it only shows the recent photos I saved from my gallery(especially when I want to send the old ones). Unlike Facebook lite, where it's easy to send photos from there because you can pick from your gallery( especially when your phone's gallery is organized by album). I like using the original Facebook app, but I really hate it because it is really hard to send photos...",,,,
,2289,WHODATDJ,13-Jul-20,2,59," Interacting through a business page option needs to be more easily accessible. Tags need to be improved tremendously when from your business page. Top ad portion in business page is just too much guys, enough. Navigating to parts of the page I gotta swipe like an ass n waste time. 'Hide posts like t...Full ReviewInteracting through a business page option needs to be more easily accessible. Tags need to be improved tremendously when from your business page. Top ad portion in business page is just too much guys, enough. Navigating to parts of the page I gotta swipe like an ass n waste time. 'Hide posts like these' option should hide the damn thing. Pops back up all the time and that's the only option sometimes",,,,
,2290,Donna Ketcher,22-Sep-20,5,9, I like using the Market place for items for sale and places to rent. Very Helpful.,,,,
,2291,Joseph Iloduba,15-Aug-20,1,201," Facebook is get worse and worse, I can't start watch party to most of my group, and many time, it want me to be having a new password every week, it wasn't like this before, I can't share anything to the group, Facebook will sent you are message that you are limited. But others are doing watch party...Full ReviewFacebook is get worse and worse, I can't start watch party to most of my group, and many time, it want me to be having a new password every week, it wasn't like this before, I can't share anything to the group, Facebook will sent you are message that you are limited. But others are doing watch party. Facebook doesn't not monitor the back people in their site but the good people why? Please upgrade your site to a better one thanks.",,,,
,2292,Cheryl Jackson,6-Sep-20,1,0, Android version requires a phone restart every 10 minutes or so.,,,,
,2293,Tony Walker,7-Sep-20,1,0," Ive used fb for a long time ,now logged out for some reason and sometimes I can log in but won't stay logged in,qhy is it this hard for an app to work correctly",,,,
,2294,Tori Johnson,2-Sep-20,1,4," Kinda sucks, tbh. I only downloaded this one because my fb lite app started glitching out and I thought, well, guess I'll just have to use the regular one because surely the full app must work better? But it's been a literal day and the app won't even open, just pretends to load, then force closes. ...Full ReviewKinda sucks, tbh. I only downloaded this one because my fb lite app started glitching out and I thought, well, guess I'll just have to use the regular one because surely the full app must work better? But it's been a literal day and the app won't even open, just pretends to load, then force closes. And it doesn't even have dark mode? So thanks for blinding me and then immediately dying, Facebook app.",,,,
,2295,Sandi Winoto,3-Sep-20,1,1, After last update getting worst. Can't see anything. Can't load picture or video,,,,
,2296,"Maria Irine",3-Sep-20,3,0, I rate it as 3 its because some of it its laggy And the audio it's keeps on playing whenever i player another video so I hope it fix this soon,,,,
,2297,Shine Ravin,6-Sep-20,1,0, My facebook app crashes every few minutes since last update. I give 5 star if u solve this problem.,,,,
,2298,Candice Williams,8-Sep-20,1,1, Its telling me an unexpected error has occurred when trying to log back into my account.,,,,
,2299,Hlelokuhle Balfour,27-Sep-20,2,0, Its fun and interesting but it would be a lot of fun if it was a bit similar like other social platforms(instagram),,,,
,2300,Cynthia Narayan,20-Sep-20,4,0, App is good bt the latest update is causing my fone to freeze😓..... N if facebook can do a little change in liking a particular pic dn it'd b awesome😊 (i.e:instagram has double tapp,,,,
,2301,Dr.Mohammad Abdullah Sadiq,12-Sep-20,1,0," As soon as u play video in landscape, the audio of video becomes dual like two same videos are playing but not in sync !!!",,,,
,2302,Carolanne Bentley,11-Sep-20,2,1, Was good working perfectly had now problems but now for about 3 months I can't get seem to get on this I now also can't connect or talk to friends and family need to sort this out,,,,
,2303,Dean Gunn,8-Sep-20,1,344," I hate that my news feed has no kind of timeline order, you see 1 post and a couple seconds later it's gone forever... Losing me fast",,,,
,2304,Vishnu Varthan,14-Sep-20,1,0, Feeds can't refresh when I open the app even in fastest network connection. Facebook getting very very worse to use,,,,
,2305,Andrew Der,11-Sep-20,2,0, When someone tags me in something and I try to click on it the app spazzes out and puts me on a hybrid page that can't decide if its the app or the website. Extremely annoying and didn't do it about two updates ago,,,,
,2306,Victoria Pepillo,12-Sep-20,4,0, It's good but I can't apply the new format of fb when you're uploading photos.,,,,
,2307,Kenny Lim,12-Sep-20,2,0, Been having issues for a few days. Lodged multiple bug reports and no resolution,,,,
,2308,Andrea G,17-Sep-20,4,6, Over all I enjoy this app very much. I gave Facebook a 4 star rating only because there is always room for improvements �,,,,
,2309,Deepika Bhardwaj,12-Sep-20,5,17," Everything in this world has cons and pros so i will not say anything negative about this app..facebook has given us life back I mean the life which we have left behind like school ,friends and many more..It gave us the way to connect to our near and dear ones and also strangers who sometime in some...Full ReviewEverything in this world has cons and pros so i will not say anything negative about this app..facebook has given us life back I mean the life which we have left behind like school ,friends and many more..It gave us the way to connect to our near and dear ones and also strangers who sometime in someway had become our wellwisher..thankyou fb and its team..All the very best for future",,,,
,2310,Killer gaming,17-Sep-20,1,0," I'm not able to open Facebook its showing some kind of error, and same with fb lite ,please help me .",,,,
,2311,Jameel Gauri,18-Sep-20,2,0, Whenever i open any image in app or minimize the app and open it back it takes me to the start. It is really irritating 😡�,,,,
,2312,Amaris Jacome,13-Sep-20,1,0, I have been trying to get stories again by updating and reinstalling app and still does not show me anything please fix.,,,,
,2313,Jenny Narvaez,13-Sep-20,1,0," Newfeed is blank. I have to close the app completely for it to reapear, and then if i switch apps it goes blank again.",,,,
,2314,April Joy Polinio,14-Sep-20,1,0," It is a worse app, I thought this is a nice app but I'm wrong. I'm so dissapointed on this app, sometimes there is a glitch when I used it. I can't comment in fb live when I want, it's been 5 months sence I can't comment in fb live! There's sooooo many problems in this apps... Fix this!",,,,
,2315,Edgez Afrika World TV,15-Sep-20,5,0, Perfect and excellent. My problem is that the boosting should be free a bit,,,,
,2316,Jannatul Tanjila Tanju,11-Sep-20,1,0," Recently I've activated my account after 2 years.. from then I am having some problems in my account such as I can't mention my friends, can't share videos etc.. please solve my problems..�",,,,
,2317,Faysal Malik,17-Sep-20,2,0, When opening the photos from news feeds after click the photo Facebook stuck everytime having this problems and now im waiting for open photos already 5 minutes i waited but Facebook still stuck,,,,
,2318,MANU SINGH,12-Sep-20,1,0, Very worst update this time..because when i open fb notifications its open another page. Different fb page. Not able to open notifications.,,,,
,2319,Steven Block,20-Sep-20,1,0, They claim my name isn't real I prove that its my real name. They create an account for me. They send me a temporary password. I get in and my account is disabled then I email them and they just go around in circles and don't help at all. Terrible customer service. Terrible app. Won't even try to he...Full ReviewThey claim my name isn't real I prove that its my real name. They create an account for me. They send me a temporary password. I get in and my account is disabled then I email them and they just go around in circles and don't help at all. Terrible customer service. Terrible app. Won't even try to help.,,,,
,2320,Abdalla Anwar,20-Sep-20,2,0, Facebook used to be good but now ads are running every video you try to watch and you can't even skip,,,,
,2321,Yim Jiun Jye,19-Sep-20,2,0, Nothing loads properly. Pictures and videos especially. Even when using wifi.,,,,
,2322,Richard North,20-Sep-20,1,0, New 'portrait style' design looks cramped and removes functionality. App removed from mobile devices.,,,,
,2323,Helix RushHeart,13-Sep-20,1,0, Normally I keep in contact with friends and family but as if late my Facebook app just keeps shutting down when I try starting it up. This is getting severely annoying.,,,,
,2324,Assiram Olleb,18-Sep-20,1,0," Evertime i click a Facebook link, it does not direct me to Facebook, but instead in Google but facebook. Please fix this",,,,
,2325,Anup Pawar,21-Sep-20,3,0," Finding saved drafts is not possible for me, please let me know how to find??",,,,
,2326,Madhvendra Mishra,17-Sep-20,1,1, Unable to log in using this always gives message unexpected error happened try again infinite loop ..developer looks like going for retirement,,,,
,2327,Dilan Fraser,21-Sep-20,1,0," If you wanna upload pictures and watch videos, it's great. If you have an opinion and want to express it, better find another app.",,,,
,2328,Maheema Shalomi,22-Sep-20,1,5, Its very annoying the new facebook gaming feature and why darkmode is unavailable for me now. Darkmode is very useful feature.I dont like to use facebook without darkmode now..,,,,
,2329,A Google user,22-Sep-20,1,0," Horrible experience! Account suspended for no reason, impossible to find support to reverse the wrongful decision...hate this app with a passion!!",,,,
,2330,Hayden's astrophotography,22-Sep-20,4,7," Excellent IMHO!⭐⭐⭐⭐ The app is kept clean of foul language and is kept free of violent videos! Lets you decide if you want to see violent content! Yes some of my reports don't get immediately taken down, but after a while they do. Besides that it's monitored heavily unlike other socia",,,,
,2331,Ovidiu Gabriel,23-Sep-20,1,0, Have you ever tested the video playback control while casting to a smart TV? That is very buggy on Facebook,,,,
,2332,Paulo Reforzado,26-Sep-20,1,0, The new updated version sucks. It doesn't even load. Fix it properly!,,,,
,2333,Mika Masangya,26-Sep-20,2,0," my problem with this app, all of the notif. that i receive is not updated . as in all for example the live video of the important notif i need to receive is done last week but its notify me just 4hours ago. this is the reason why im tired sometimes to scroll coz i feel like its not the facebook befo...Full Reviewmy problem with this app, all of the notif. that i receive is not updated . as in all for example the live video of the important notif i need to receive is done last week but its notify me just 4hours ago. this is the reason why im tired sometimes to scroll coz i feel like its not the facebook before",,,,
,2334,Ritika Jain,27-Sep-20,1,0, Lots of issues appearing while watching videos. Latest update is useless.,,,,
,2335,Courtney Bedson,26-Sep-20,3,0, It doesn't allow me to save videos for example if i go to a page and click a video i cant save it on fb or if i go to my notifications i can't save the video but if i go to the watch icon it lets me save them there,,,,
,2336,J W,13-Jul-20,1,31," Additional to still not being able to see every comment on posts. Which I don't know why you can't fix this issue?? Over two month since I did my last review. Now when I check my notifications, I can't see the top notification, it's like I've scrolled down and it won't go back up. Stop changing stuf...Full ReviewAdditional to still not being able to see every comment on posts. Which I don't know why you can't fix this issue?? Over two month since I did my last review. Now when I check my notifications, I can't see the top notification, it's like I've scrolled down and it won't go back up. Stop changing stuff. Getting so frustrated.",,,,
,2337,PSYCHO,16-Jul-20,3,19," I'd like to give full stars but the problem is when I created my page and I cannot give like to my page's post as my profile.I've searched about how to give reacts to my page's posts as my profile.It said ''Go to your page and on the post you want to like.You'll find the page logo at the bottom righ...Full ReviewI'd like to give full stars but the problem is when I created my page and I cannot give like to my page's post as my profile.I've searched about how to give reacts to my page's posts as my profile.It said ''Go to your page and on the post you want to like.You'll find the page logo at the bottom right,just above the comment section.If you click the downward arrow,you'll see a drop down menu with all the pages you manage and your personal profile.'' That's my problem. I can't do it.Help me out.",,,,
,2338,Jesse The White,5-Aug-20,1,1119, I'm posting this as a help for the next group of people who got betrayed by the update. Go look at the complaints on the Google chrome update. They are identical 1 star across the board. Restart your phone right after you update. I don't mean turn it off and back on. I don't mean pull the battery ou...Full ReviewI'm posting this as a help for the next group of people who got betrayed by the update. Go look at the complaints on the Google chrome update. They are identical 1 star across the board. Restart your phone right after you update. I don't mean turn it off and back on. I don't mean pull the battery out in a rage. I mean use your actual restart function after you update.,,,,
,2339,Tushar Vilekar,9-Jul-20,1,216," Didn't think I would be writing this review with a one star. But a week ago the app was using 60-80% battery even when the app hadn't been opened even once in 2 days and all the consumption showed up as background. Tried contacting the support but I was disappointed when I did not get a reply or atl...Full ReviewDidn't think I would be writing this review with a one star. But a week ago the app was using 60-80% battery even when the app hadn't been opened even once in 2 days and all the consumption showed up as background. Tried contacting the support but I was disappointed when I did not get a reply or atleast an e-mail mentioning complaint has been received. Did not expect an IT giant to show this kind of ""professional"" customer support.",,,,
,2340,Jane Wilson,20-Jul-20,1,143, Still having issues with the latest update. Having looked at the other reviews I'm not the only one having problems since this update. NEEDS SORTED!!! New update has messed up the news feed. Also the amount of ads are becoming utterly ridiculous. No matter how many I hide they still keep appearing.,,,,
,2341,Veronika Trifunova,14-Jul-20,1,40, Lots of problems with the app. If I log out and try to log in it says it cannot connect . I have to reinstall the app to make it work. Notification screen does not slide completely so I cannot see the top notification. I have to restart the app to see that. App also acts slower after the last update...Full ReviewLots of problems with the app. If I log out and try to log in it says it cannot connect . I have to reinstall the app to make it work. Notification screen does not slide completely so I cannot see the top notification. I have to restart the app to see that. App also acts slower after the last update.,,,,
,2342,Shubham Syal,11-Jul-20,1,61," I was using facebook from the last 8-9 years in the beginning it was cool to have facebook in our feature phones, which help to connect people to people but from the last few years when more and more people get access to the mobile devices and internet the FB community become toxic, not only that it...Full ReviewI was using facebook from the last 8-9 years in the beginning it was cool to have facebook in our feature phones, which help to connect people to people but from the last few years when more and more people get access to the mobile devices and internet the FB community become toxic, not only that it also make our social community, our society toxic. Every one arround is full of hate and extremism. Few years back I never thought of that Facebook have a potential to destroy our communities.",,,,
,2343,Amanda Johnson,4-Aug-20,1,70," Recent update is extremely glitchy. I get maybe three or four posts into my feed and the app stops working, it freezes and glitches out when I try to view photos, and 'most recent' is showing me stories from days ago at the top of my feed. It's basically completely useless at this point and I wouldn...Full ReviewRecent update is extremely glitchy. I get maybe three or four posts into my feed and the app stops working, it freezes and glitches out when I try to view photos, and 'most recent' is showing me stories from days ago at the top of my feed. It's basically completely useless at this point and I wouldn't recommend it to anyone.",,,,
,2344,Brandon Rouse,26-Aug-20,1,757, For some reason my notifications are disappearing. I get the little red circle with a the number of notifications I should have as normal. Then as soon as I click the notifications tab. I get maybe one second glimpse of what was reacted to or commented on before they disappear. I tried refreshing & ...Full ReviewFor some reason my notifications are disappearing. I get the little red circle with a the number of notifications I should have as normal. Then as soon as I click the notifications tab. I get maybe one second glimpse of what was reacted to or commented on before they disappear. I tried refreshing & reopening the app. The problems still occur.,,,,
,2345,CHRISTOPHER DOCKHAM,30-Aug-20,3,190," This app version of Facebook keeps freezing up when you stay on it for more than maybe 10 minutes oh, and then you have to restart it and try to find your way back to where you were. I have it fully updated, I have completely deleted it and reinstalled, nothing seems to fix the issue so it must be i...Full ReviewThis app version of Facebook keeps freezing up when you stay on it for more than maybe 10 minutes oh, and then you have to restart it and try to find your way back to where you were. I have it fully updated, I have completely deleted it and reinstalled, nothing seems to fix the issue so it must be in the programming.",,,,
,2346,waqas khalid,16-Aug-20,1,7," Facebook can block your account at any time without any notification. They closed my 10 year old account, I sent a lot of emails but there was no response. You can guess how many web accounts linked with my Facebook account. So I delete Facebook from my mobile and will not use it after today.",,,,
,2347,Terence Gilbert,16-Jul-20,2,42," Really the only convenient way to use Facebook on a mobile or tablet, but recently started closing (and hence deleting!) longer comments whilst I am still writing them. Not sure if this is a bug, or some intentional time limit designed to move me on to other stuff (more profitable for Facebook?), bu...Full ReviewReally the only convenient way to use Facebook on a mobile or tablet, but recently started closing (and hence deleting!) longer comments whilst I am still writing them. Not sure if this is a bug, or some intentional time limit designed to move me on to other stuff (more profitable for Facebook?), but it's annoying.",,,,
,2348,Julie Oviatt,20-Jul-20,1,313," Extremely buggy! Not happy :( I used to love FB, but now everytime I try to log in, it tells me that it can't connect. I end up having to reboot my phone to even get it to work. This needs to be fixed. I see that I am not the only one having this problem after reading through the reviews. At this po...Full ReviewExtremely buggy! Not happy :( I used to love FB, but now everytime I try to log in, it tells me that it can't connect. I end up having to reboot my phone to even get it to work. This needs to be fixed. I see that I am not the only one having this problem after reading through the reviews. At this point, I would not recommend this app",,,,
,2349,PhD In Tilt,4-Aug-20,1,167," This is complete BS!! For the past few days I'm getting SPAMMED from this app with ""You have a new notification"" WITHOUT HAVING ONE OR NOT WVEN SHOWING WHAT IS THE NOTIFICATION! I checked my settings just in case but nothing is changed. Just freaking spammed to death ""You have a new notification"". J...Full ReviewThis is complete BS!! For the past few days I'm getting SPAMMED from this app with ""You have a new notification"" WITHOUT HAVING ONE OR NOT WVEN SHOWING WHAT IS THE NOTIFICATION! I checked my settings just in case but nothing is changed. Just freaking spammed to death ""You have a new notification"". Jesus! 1* is too much for it based on how much money they got and not fixing simple issues that weren't there in the first place!!!",,,,
,2350,A Google user,16-Jul-20,1,64," The new update is horrible!!! The app is frozen on the feed from 3 days ago ever since I updated the app. I tried to refresh it many times, no use. It's the same screen everytime I open the app. The ""see more"" button also doesn't work. Comments don't load, my own profile page doesn't load, the app j...Full ReviewThe new update is horrible!!! The app is frozen on the feed from 3 days ago ever since I updated the app. I tried to refresh it many times, no use. It's the same screen everytime I open the app. The ""see more"" button also doesn't work. Comments don't load, my own profile page doesn't load, the app just keeps hanging.",,,,
,2351,Azreil Shazwan Yahya,13-Jul-20,3,16," Its getting annoying everytime. You cant see most recent. Its keep showing news feed from yesterday. Plus everytime you search a new page, the page will keep refreshing and you cant see the latest update from the page. Really annoying. 🤷‍♂️ Update. It getting more annoying now days. The notication ...Full ReviewIts getting annoying everytime. You cant see most recent. Its keep showing news feed from yesterday. Plus everytime you search a new page, the page will keep refreshing and you cant see the latest update from the page. Really annoying. 🤷‍♂️ Update. It getting more annoying now days. The notication hang. The news feed is from 5 days ago. Similar to IG. Freak",,,,
,2352,Krysp Cleve,12-Jul-20,1,45," Notifications are constantly hours late, or notify me hours after I already checked in the app, making me think the buzzing is from a new notification. Notifications tab won't let me scroll up to check new notifications at all. I have to click on the sliver of the bottom of the notif to view it, and...Full ReviewNotifications are constantly hours late, or notify me hours after I already checked in the app, making me think the buzzing is from a new notification. Notifications tab won't let me scroll up to check new notifications at all. I have to click on the sliver of the bottom of the notif to view it, and 9 times out of 10 it thinks I'm clicking the one below. Not that good",,,,
,2353,Ramahari Parida,2-Aug-20,1,443, Don't know what happened its not opening since yesterday. Everytime it is seeking a security code not getting a code via email or phone number. When getting code it is not the correct one system saying. Always telling you can not log in several times in a day. You have to wait for 24 hours to login ...Full ReviewDon't know what happened its not opening since yesterday. Everytime it is seeking a security code not getting a code via email or phone number. When getting code it is not the correct one system saying. Always telling you can not log in several times in a day. You have to wait for 24 hours to login again. What a bad app uff. Admin try to fix any bugs inside.,,,,
,2354,Kehaan Sengupta,12-Jul-20,1,37, I don't know what is the new problem with this app...for the past few weeks now it is constantly draining my battery...like I use other apps all the time and they consume 40% of my battery whereas even not using Facebook or just using it for barely 5 mins is consuming 40% of my battery....the proble...Full ReviewI don't know what is the new problem with this app...for the past few weeks now it is constantly draining my battery...like I use other apps all the time and they consume 40% of my battery whereas even not using Facebook or just using it for barely 5 mins is consuming 40% of my battery....the problem does not lie in my phone as if I delete this app...the phone works perfectly fine...would request to rectify this issue so that I could continue using it which I really want to.,,,,
,2355,Tanishka Yadav,12-Aug-20,1,173," Facebook is one of a good app....but from the past few days , it's not working properly.....I had logged out from my account and from yesterday to today I m continuously trying to log in in my account but all the time the same thing i have to hear that ""No account exist with this number"" even i had ...Full ReviewFacebook is one of a good app....but from the past few days , it's not working properly.....I had logged out from my account and from yesterday to today I m continuously trying to log in in my account but all the time the same thing i have to hear that ""No account exist with this number"" even i had made my account with my personal number...I don't know what happening...i m really freaking out of it...Facebook please its a humble request to give my account back....",,,,
,2356,Karissa Samuel,30-Aug-20,1,1," This app has some sort of bug. It takes forever to load and sometimes not at all my posts comes up blank, my time line comes up blank got to the point I had to download Facebook lite something is not right with this app Facebook needs to fix it.",,,,
,2357,Tammie Peters,22-Aug-20,3,1287," I had updated the new version of the facebook app. I do not like it because it does not show your profile and your other interest up at the top anymore. When you make a comment on the post your interested in, it don't have the little cartoon GIF things anymore to choose from for the comment you are ...Full ReviewI had updated the new version of the facebook app. I do not like it because it does not show your profile and your other interest up at the top anymore. When you make a comment on the post your interested in, it don't have the little cartoon GIF things anymore to choose from for the comment you are making on that post. It is not like it was before so it sucks. You can not see your friends or your social groups anymore. Please put it back the way it was before, i don't like the new version.",,,,
,2358,Augustine Delgado,23-Jul-20,3,443," all these new features and changes to page layouts but still no dark theme. you have the brighter blue now and it shows up fine on dark backgrounds, just release it already and shift link colors to the new Facebook blue and orange for inactive and use a lighter gray for dark and a dark gray for ligh...Full Reviewall these new features and changes to page layouts but still no dark theme. you have the brighter blue now and it shows up fine on dark backgrounds, just release it already and shift link colors to the new Facebook blue and orange for inactive and use a lighter gray for dark and a dark gray for light mode text. it's really that simple. if buttons are a problem then add a light transparency around them or have alternates available. if google can do it, so can you. I'd even help you design it.",,,,
,2359,Wendy Graf,7-Aug-20,1,170," I keep getting forced to follow people or pages that I did not ask for. I started scrolling through my time line and all of a sudden I am seeing posts from Brad Takei. When I check to see why, it shows that I'm not following his page, but goes on to say that I have been following him since 2014. Thi...Full ReviewI keep getting forced to follow people or pages that I did not ask for. I started scrolling through my time line and all of a sudden I am seeing posts from Brad Takei. When I check to see why, it shows that I'm not following his page, but goes on to say that I have been following him since 2014. This is extremely frustrating",,,,
,2360,ICY noah,11-Jul-20,3,65," I use this every day but for the past few weeks it has started getting dodgy - notifications not clearing, messenger saying I have msgs when I've read them all, group pages jumping so I can't even look at posts, and today I've had my top notification hidden, unable to scroll and ive had to uninstall...Full ReviewI use this every day but for the past few weeks it has started getting dodgy - notifications not clearing, messenger saying I have msgs when I've read them all, group pages jumping so I can't even look at posts, and today I've had my top notification hidden, unable to scroll and ive had to uninstall and reinstall multiple times as it doesn't load anything! I don't know what is going on but it needs fixing",,,,
,2361,thethiny Main,19-Jul-20,1,191, Keeps scrolling to the beginning on its own. Notifications don't load and when they do the first 2 are cropped and unclickable. Videos are annoying to watch and they auto play regardless of autoplay settings. The video disappears on its own and God knows where it goes to. Whenever you press on a com...Full ReviewKeeps scrolling to the beginning on its own. Notifications don't load and when they do the first 2 are cropped and unclickable. Videos are annoying to watch and they auto play regardless of autoplay settings. The video disappears on its own and God knows where it goes to. Whenever you press on a comment you either don't find the comment or it if it's there then it DOESN'T TAKE YOU TO IT. Uninstalled.,,,,
,2362,C Bland,11-Jul-20,3,128, Latest update is killing batteries. I have the app installed on two devices. One was unplugged all day and i haven't used it... The battery is now at 15 %. The other device is an S10+ and I've had to leave it charging all day at my desk. It's been unplugged for 3 hours and the battery is at 53% and ...Full ReviewLatest update is killing batteries. I have the app installed on two devices. One was unplugged all day and i haven't used it... The battery is now at 15 %. The other device is an S10+ and I've had to leave it charging all day at my desk. It's been unplugged for 3 hours and the battery is at 53% and it keeps setting off device care warning me about the battery drain thru some txt file in facebook.,,,,
,2363,Tristin Wolfe,15-Jul-20,2,40," Do not deprive me of Dark Mode. A new problem every other day (as EVERYONE knows). Nevermind the hidden notification issues, but if the whole damn internet has had ""how to activate dark mode"" tutorials since January then I DAMN WELL expect to have the option myself. Sure on desktop I have dark reade...Full ReviewDo not deprive me of Dark Mode. A new problem every other day (as EVERYONE knows). Nevermind the hidden notification issues, but if the whole damn internet has had ""how to activate dark mode"" tutorials since January then I DAMN WELL expect to have the option myself. Sure on desktop I have dark reader, so what's the excuse for having dark mode on messenger and not the Facebook App? Roll it out, and fix the damn app. Also TEST the app when making changes, got it? Jesus Christ.",,,,
,2364,Alexis T.,21-Jul-20,1,88," I didn't know where else to complain so here I am. I've loved this app for years.. I've never had not one problem with being hacked. Now here we are.. I'm not too sure what is going on but my husband has gotten blocked from my account and it's telling me that I am unable to unblock him and from what...Full ReviewI didn't know where else to complain so here I am. I've loved this app for years.. I've never had not one problem with being hacked. Now here we are.. I'm not too sure what is going on but my husband has gotten blocked from my account and it's telling me that I am unable to unblock him and from what he's telling me, he's having the same problem. This is ridiculous! This needs to be fixed!",,,,
,2365,POONAM CHAND Bhargava,6-Sep-20,5,17, After update Facebook does not seem to be work well. There is something wrong. Please correct it. It teases me.,,,,
,2366,bangbangtanbabe,6-Aug-20,1,56," Just recently, I started checking out my liked pages, joined groups and found out that i didn't even know some of them. In fact I know I didn't like specific page but it shows me liked. I tried unliking and unfollowing but after checking it out once again, it still shows liked? Same for the groups. ...Full ReviewJust recently, I started checking out my liked pages, joined groups and found out that i didn't even know some of them. In fact I know I didn't like specific page but it shows me liked. I tried unliking and unfollowing but after checking it out once again, it still shows liked? Same for the groups. Like I'm so pissed off cuz it's disrupting my tl. And I KNOW I NEVER LIKED THOSE PAGES AND NEVER JOINED THOSE GROUPS. HOW TO FIX THIS? Also, why did you change the feature option?",,,,
,2367,Joseandro Brasilio,31-Jul-20,2,193, I had given 5 stars but I changed my mind. I can't pause the video to see any detail in some frame because is showed the main picture of the video always. When appear sponsored publishing and I tap for read more I can't to see the full text. For now I wouldn't publish any thing sponsored worried abo...Full ReviewI had given 5 stars but I changed my mind. I can't pause the video to see any detail in some frame because is showed the main picture of the video always. When appear sponsored publishing and I tap for read more I can't to see the full text. For now I wouldn't publish any thing sponsored worried about public don't see the text as I can't see.,,,,
