App,ID,Author,Date,Rating,Helpful Count,Review,,,
Excel,1174,Guna sekaran,7-Sep-20,5,1, Very useful excel account manage thanks,,,
Excel,1175,Ranjith Kelangath,6-Aug-20,3,0, A very good app.Very easy to use,,,
Excel,1176,Prashant Pawar,30-Aug-20,1,0, Poor...most of times excel sheets not open in Mobil,,,
Excel,1177,dma69nyc,5-Jun-20,3,47," It's crashing a lot. I don't know what you did in the latest update, but now it's crashing a lot. Makes using app very frustrating to use, especially if you use it every day. Not very professional. Please fix this. My work should not be slow or delayed because of this.",,,
Excel,1178,Dinesh NA,23-Jul-20,2,1," It should be user friendly, convenient to use and easy to save in mobile memory & SD card also.",,,
Excel,1179,Godwill Siringwani,7-Aug-20,4,0, I've only just started using it. No problems so far.,,,
Excel,1180,Rakesh Tiwari,26-Jul-20,5,4, It's very useful and user friendly also. Many documents related to daily and professional use can be easily prepared with the help of this.,,,
Excel,1181,Jennifer Yee,25-Aug-20,1,0," Cannot open this app, or any other Office app, on my Android phone at all. Continually force stops everytime I try to open a document.",,,
Excel,1182,Miss Lady Yannick,22-Jun-20,1,53, I can't work on my fIles with macros from the mobile version. I hate the online version. Too few functions especially when I work with my Chromebook. I cannot even view some simple files. There is always an error message whenever I try to open a document. What's the use of having the app?,,,
Excel,1183,Han Hermawan,3-Sep-20,5,0, nice mobile apps... usefull for viewing mini database,,,
Excel,1184,Connie Human,19-Aug-20,5,1, Only flaw is the option where you have to save a self created file to make changes,,,
Excel,1185,sujal joshi,26-Aug-20,5,0, Nice app for making short presentations in mobile,,,
Excel,1186,Judy Barnett,22-Jun-20,4,37," Not as user friendly as earlier versions in some ways, a longer learning curve for fibding the how to's. However, Windows 10 has so many issues, as does my new HP, I am not sure .I cant find simple things. It is not inuitive. Mining the info is my issue.",,,
Excel,1187,Amit Shipure,4-Aug-20,5,0, Great Experience and very handy operation,,,
Excel,1188,Hajar.sjsjsjsjajajn Mohamed,14-Sep-20,4,1, Very helpful n easy to work with. Tq,,,
Excel,1189,Wîłlïäm àftôñ åńd g�,29-Jul-20,5,0, Useful and easy to use.,,,
Excel,1190,Deepak Gurjar,31-Jul-20,5,0, A great app...give us good experience thanks Microsoft,,,
Excel,1191,VIJAY BIDLAN,15-Jul-20,5,1, Useful app for office but now I am facing print problem. Error displaying 'This file can't be converted into a printable format. Plz solve it,,,
Excel,1192,Z W,3-May-20,1,121," Horrible integration with OneDrive which is the only reason I wanted the Excel app on my mobile device anyhow. I keep saving the version from my PC, then the Android app says a newer version is available so I select refresh, then it saves the old one I have open and never downloads the new version I...Full ReviewHorrible integration with OneDrive which is the only reason I wanted the Excel app on my mobile device anyhow. I keep saving the version from my PC, then the Android app says a newer version is available so I select refresh, then it saves the old one I have open and never downloads the new version I saved from my PC Completely useless if I cannot integrate seemlessly on my OneDrive from spreadsheets I create on my PC. Deleting the app and considering Google docs which is free and works online.",,,
Excel,1193,Pradeep Mahani,18-Aug-20,5,0, I like the app for its convenience and accuracy.,,,
Excel,1194,Kelly Lewis,13-Sep-20,5,1, Brilliant and easy to use,,,
Excel,1195,teena susan,20-Sep-20,5,0, Very useful and convenient,,,
Excel,1196,roseann lesio,27-Sep-20,5,0, Love that I can use Excel on my phone!!!,,,
Excel,1197,Mark Chan,24-Aug-20,4,0, basic excel only. good enough for some productivity,,,
Excel,1198,Madhu Ray,15-Jul-20,1,1," Horrible app, always gets hung and can't even sign in without it getting hung!!! Not expected from Microsoft!!! 😠",,,
Excel,1199,Satyajit Ray,11-Aug-20,5,0, Fantastic mobility of an excellent app.,,,
Excel,1200,Nosiru Adenuga,11-Aug-20,4,2, A very good app. Though still learning to make maximum use of it. I am enjoying my experience with the app.,,,
Excel,1201,Tony Tone Vega,2-Sep-20,5,0, This app is excellent. I don't have any problems with it.,,,
Excel,1202,Zawlwin Than,7-Sep-20,1,1, It is good & useful for me to use in NEP projrct workdone report.,,,
Excel,1203,Loren W Burch Jr,5-Aug-20,5,1, It's NICE being able to see Excel in my phone again!,,,
Excel,1204,Tunji Dopamu,31-Aug-20,5,0, Easy to use and working good,,,
Excel,1205,TC Kawondera,21-Jul-20,5,1, Very convenient on the go. I dont have to wait until l get back to the office to access excel file attachments,,,
Excel,1206,Bill Rodwancy,19-Jul-20,5,1," LOVE EXCEL! I wish I had time to learn more and was smarter, there are sooo many things I don't use it for! :)",,,
Excel,1207,Saraswati Jayaram,9-Jul-20,4,1," It's a very nice app, easy to use but in one of my phone it says 'this version is not compatible with your device'. But it is a smart phone",,,
Excel,1208,Jerome Lowery,25-Apr-20,5,164, I was wondering if I would like Excel app because I used the original version for a long time on my work desktop. I REALLY was pleasantly surprised as to how I like it. I use it constantly. Highly recommend for your spreadsheet needs. Thank you!,,,
Excel,1209,Hellene Oti,27-Jul-20,4,1, Great and reliable. User friendly,,,
Excel,1210,Trisha Rathi,9-Jul-20,5,1, Its a very good app and has never let me down.It has always helped me complete my projects and assignmnents on time efficiently and conviniently..,,,
Excel,1211,john knight,13-Sep-20,5,1, Easy to use and auto save works well,,,
Excel,1212,Jamal Saleem,28-Sep-20,5,0, Good work and clear fast a d active,,,
Excel,1213,Charled Griffin,14-Jun-20,4,7, it's been a great experience but no matter what there's always a problem with something something might come up down the road that it might not work out but as of right now everything's working out great I ain't have any problems I appreciate everything that this app is doing,,,
Excel,1214,Pratap Singh Ranawat,27-Aug-20,4,0, Language problem when using Moto g 4,,,
Excel,1215,Bob KT,10-Jun-20,5,9," Great app to have on the phone. I love being able to review a spreadsheet while traveling without having to drag out the laptop. I'm not a power user, so i can't comment on the support for formulas and advanced features, but it gets the job fine for me!",,,
Excel,1216,Lem Wells,19-Jun-20,1,61," Constantly closing without saving. Open a file, says it's read-only even though I've paid the subscription. Just reopened a file saved this morning, and it's the version dated 11 days ago, and says ""read only"".",,,
Excel,1217,Mark Francis,16-May-20,1,17," Downloaded the excel app expecting it to be like the ""normal"" excel and the first thing I came across was the lack of functionality, I cannot even find the pivot table option...I dont think it exists! These are the basics.",,,
Excel,1218,CHINEDU AKALUGO,22-Aug-20,5,0, Very useful and user friendly,,,
Excel,1219,Carol Abel,4-May-20,5,41," Excel is a very powerful spreadsheet tool. The app does not, and probably cannot, do as much as the computer programme, but it is very useful for basic work, reviewing and editing files created on a computer.",,,
Excel,1220,sky Parks,21-May-20,5,35, Nice that this is free. I like to keep duplicate copies of spreadsheets. With this app I'm able to copy and the paste the desired information from Google sheets to these excel sheets and vis-versa. They work very well together.,,,
Excel,1221,Rockstar gaming,5-Aug-20,5,1, Working with the excel sheet was excellent,,,
Excel,1222,Aamir Abbas,21-Sep-20,4,0, This is the coolest app. no compression,,,
Excel,1223,Aliendino concepts,2-Jun-20,4,5," The Formatting section should be looked into, the Conditional formatting option isn't available as well as embedding comments while using hyperlinks, also the day formatting the Custom option should be added otherwise The dd formatting for the day should be added... I'm a big fan of Microsoft so wil...Full ReviewThe Formatting section should be looked into, the Conditional formatting option isn't available as well as embedding comments while using hyperlinks, also the day formatting the Custom option should be added otherwise The dd formatting for the day should be added... I'm a big fan of Microsoft so will b glad if this is looked into",,,
Excel,1224,Jon Dough,11-May-20,1,38, I cannot even zoom out and navigate to the right side of the excel spreadsheet!! That's stupid. Edit: you can do it but not on portrait as the bar will only move to row H. Even on landscape it is really difficult to simply slide to the right of the spreadsheet .,,,
Excel,1225,Fazeel Ahmed,21-Jun-20,2,20," You guys have tried to create an app which looks same as windows version. Plz understand, the screen in windows is big. It is so difficult to do anything with the view which you guys have provided here. There should be a mobile view option.",,,
Excel,1226,Farooq Rakkasegi,12-Jul-20,5,0," I use Excel mobile app regularly and very easy to use ,handy ,it would be best if it can add macros",,,
Excel,1227,Arbey Hernandez,17-Aug-20,5,0, Excel is good for calculation!,,,
Excel,1228,Phulkumari Singh,13-Aug-20,5,0, All those who have rated this 1or 2 stars may be they didn't know how to use it,,,
Excel,1229,A Google user,21-Jul-20,5,0, Very good for trading business But please try to make it little easy,,,
Excel,1230,Attila Józs,4-May-20,2,25," The files often become out of sync, spreadsheets open offline or I simply receive a warning that the file is open by me while I surely have no other device online. Some files do not open on certain wifi networks, switching to 4G or other wifis immediately solves this. Disappointing...",,,
Excel,1231,ruby meysha,12-Aug-20,5,0, Useful application. Thank you.,,,
Excel,1232,Sagar Bhamodiya,22-Sep-20,4,0, This app is good for basic learner.,,,
Excel,1233,Tara Humphreys,16-May-20,5,63," I love Excel been using it for years. Still getting used to the newer version, but still love it. I'm enjoying using it on my phone as well and it saving and being able to jump on my laptop and have it all right there.",,,
Excel,1234,Mahesh Yadav,23-Aug-20,5,0, The world's safest and flexible application ever,,,
Excel,1235,Amanda Clark,28-Jul-20,5,1, Love this App. Very helpful.,,,
Excel,1236,Mwansa Gilbert,27-Jul-20,5,1, Great tool to work with. Keep it up. Microsoft team,,,
Excel,1237,Jennica Munden,29-May-20,5,15," EDIT: To lock a cell or make formulas static, reducing crashing problem, highlight, copy, paste in the same spot with drop down arrow >> values. __ Needs better interface with SD cards",� crashes and losses files. Files easily overwhelmed with data (EX: multiplication chart up to 500).,,
Excel,1238,Willis Taylor,19-Jun-20,4,55, As usual the best multi functioning piece of software programming to be written. To this day that's saying an awful lot considering the speed at which new software is introduced and put to death without ever getting a fair trial.,,,
Excel,1239,Ashley Dougherty,6-Jun-20,4,11," I receive my work schedule through an email with an excel attachment and have had no issues... until recently. When i go to open my schedule from my email, it takes me to a new page that is blank. How do i fix this? I have uninstalled and reinstalled excel with no luck.",,,
Excel,1240,Rocket Rod Lamont,27-Apr-20,4,37," I have been using this quite a lot for the last year, but really missed macros. Now that I can use Remote Desktop Connection on my mobile, I suddenly have macro ability on my mobile. So much better having the power of my desktop when using my mobile phone.",,,
Excel,1241,Jim B,1-May-20,2,121," Works with Resistance - Chromebook doesn't like it. Hard to save to your own location as an Excel file (vs. Google Spreadsheet in Google Docs). VERY sluggish as well. I do NOT recommend, but if you use MS products, what choice do you have?.",,,
Excel,1242,Robert Kitchen,23-Aug-20,5,0, It work great for me! No issues.,,,
Excel,1243,Kenneth Murphy,1-Sep-20,5,0, Very helpful managing personal finances,,,
Excel,1244,Arafath Nisha,21-Sep-20,5,0, Nothing can replace excel,,,
Excel,1245,Doug Brown,2-Oct-20,4,0, No as easy to use as the desktop version but does what I need for now,,,
Excel,1246,Sonya Deanna Gamble,9-Jun-20,5,7," Informative and Beneficial!! Literally saves a person the hassles and headaches from having to calculate one's self!! Eeeekkkk!! Thank you Microsoft Word, Excel, Power Point and all the other magics you hold dear!!",,,
Excel,1247,Janet Wilcock,12-May-20,4,14, It took ages for me to figure out how to get the keyboard up to input data. When I figured out you have to use the bar at the top is great but being able to copy and paste without having anything to copy was frustrating.,,,
Excel,1248,Georgeta Zaharia,22-Jun-20,1,18, It was supposed to be free for basic editing. Why all of a sudden I am forced to get a subscription to 365 in order to edit my files? There are others solutions for basic editing I won't get your subscription.,,,
Excel,1249,Vinod Kumar Sharma,9-Aug-20,5,0, Nicely designed and made from easy,,,
Excel,1250,Aaron Nwanji,3-May-20,4,33," Excellent application to use any day any time. Easy while summing up figures, more especially for financial or accounting sheets or statements - preparation of income and expenditure, Receipt and payment, Reconciliation, appropriation accounts, including Balance sheets.",,,
Excel,1251,Noviesandra Thornquest,23-Jun-20,4,13," It was working great, but a couple of months ago it started not working at all. We cannot make changes or save changes to any DOCs. Frustrating to unprofessionally have to write by hand on paper.",,,
Excel,1252,Gabriel Martinescu,14-Sep-20,4,1," Very useful, nice integration",,,
Excel,1253,Sandra Brothers,21-Jul-20,5,0, Good program. Easy to use on my phone.,,,
Excel,1254,Tammy Oostenbroek,21-Aug-20,5,0, Great app...a little difficult to work out controls when you first start using it but once you have worked out controls its great,,,
Excel,1255,Torgny Vuisijntorp,19-Jul-20,1,0, Lacks many functionalities of the PC based version. Not a true substitue useful only for basic applications.,,,
Excel,1256,Todd Hess,7-May-20,1,158," Requires the invasive Office Connected Experiences to be enable on all your devices in order to open documents. Completely useless if you don't want data and info to be sent to Microsoft, and it's that way even if you pay their monthly subscription.",,,
Excel,1257,Mmm Mushakeer,1-Oct-20,2,0, Shortcut Not Working Why,,,
Excel,1258,Ahmad Khan,14-Jul-20,1,2, I want to open my pay slip in excel but it is not opening and I get the notification that this payslip will open in new version of excel .It is very important for me .What should I do?,,,
Excel,1259,Jeff Koh,15-Aug-20,2,1, Limited functionalities and file conflicts with Dropbox,,,
Excel,1260,richard shields,28-Jul-20,5,1, Stable and as effective as ever.,,,
Excel,1261,Geoffrey Henry,28-Apr-20,5,28," A very good approximation of the desktop version. Has pivot tables, lookups, if statements, formatting options... I think that's all I really need for mobile. Love the stability and interface. Well done Microsoft .",,,
Excel,1262,Maithree Chennai,8-Jun-20,5,8, Very versatile and user friendly. Facilitates self learning and have never felt the need to ask any experts. As I use I have learnt lot of techniques which has improved my efficiency and has helped a lot in making the job simpler and easy.,,,
Excel,1263,Nibedita Mukherjee ASHOK HALL,6-Jul-20,5,9, It's very good app you definitely should try it . it can save all your work and it is perfect for computer classes of school it helps me so much and it's also perfect for making your time table this is so good and I really recommend this.,,,
Excel,1264,Sunder Leo,2-Sep-20,5,0, I AM AN OLD EXCEL USER FOR LAST ALMOST 25 YEARS. ITS MY FAVOURITE FOR STORING DATA AND PRESERVING IT. AND LATER EASILY RETRIEVING IT. MY EXPERIENCE IS VERY GOOD×××××,,,
Excel,1265,Zubair Shah,20-Sep-20,5,0, Excellent App MUCH Needed Thanks to Microsoft,,,
Excel,1266,Shirish Gone,13-Jul-20,5,0, The green color Feels Good:)....nice one,). All the generic spreadsheet work can be easily done on the mobile. Thank YOU team. Takecare and BE SAFE!,,
Excel,1267,Muchiri Ndonga,8-Aug-20,5,1, Very nice app. Converts my tablet to a computer,,,
Excel,1268,Brian Ressler,12-Jul-20,4,1," Great app, but sometimes hard to type in smaller text boxes.",,,
Excel,1269,"Hamid, Abdul-Wahab Mawuko",10-Aug-20,5,1," Portable, convenient and productive to use, at any place and time.",,,
Excel,1270,Foncham Desmond,4-Jun-20,4,7," I really like using the app using it to schedule, budget and plan future tasks and expenses but there are some features which i must connect to my pc too make use of so if they could be added to the mobile app then it's going to be great",,,
Excel,1271,Wesley Thaeron,8-Jun-20,5,10, I certainly appreciate the changes that make it so much easier now on mobile devices. It used to be difficult. It's as easy to edit worksheets on the phone now as it is on the laptop!,,,
Excel,1272,Prof. Fawad A. Khan,19-Aug-20,5,1, Exceptional in every way,,,
Excel,1273,Juan Cruz,1-Sep-20,4,0, Easy to use no problems for spread sheets I use,,,
Excel,1274,Manjeet Singh Shan,3-Sep-20,5,0, It's wonderful to be on Microsoft excel.,,,
Excel,1275,Monika Gupta,2-Jul-20,3,3, It is a great experience using it...but sometimes it is not able to log in my documents and just showing non availability of media...so i just wan to request that plz sort out this problem of mine and elseother everything is nice... Thank you,,,
Excel,1276,Ivan Lester Infante,19-Jul-20,4,0, Works good so far. It's just a bit confusing to switch tabs/sheets,,,
Excel,1277,Fanny Finchelman,1-Aug-20,5,0, Excelent app. Fast and simple,,,
Excel,1278,Mark Robb,27-May-20,5,16," Brilliant. I use excel on my laptop, but now I'm abel to keep documents on excel on my tablet. It can be a little bit fiddly to use and obviously it doesn't have e everything the main excel has. But it's great",,,
Excel,1279,Sadie Sandlin,28-Apr-20,5,28, I enjoy the reliability of the program. Performs as needed without the hidden functions. I understand the need for advancement, there's no time for a course when your boss is awaiting important information. Trustworthy and I am thankful for that.,,
Excel,1280,David Whiteside,30-Apr-20,4,68," 1 simple query, as Android now allows the User to select the Dark Theme, and as both Outlook & OneDrive has had that Option available for a while, will Excel, Word, PowerPoint & Edge ever have that function employed on those 4 Android Apps too? They are blindingly bright to use at night, blindingly....Full Review1 simple query, as Android now allows the User to select the Dark Theme, and as both Outlook & OneDrive has had that Option available for a while, will Excel, Word, PowerPoint & Edge ever have that function employed on those 4 Android Apps too? They are blindingly bright to use at night, blindingly. Everything else, 2 thumbs up.",,,
Excel,1281,D Dhingra,11-Jul-20,5,1," Always Microsoft has been safe app and with it's nice features. The trust on Microsoft cannot be replaced by Google, and all. Even his edge in my PC looks best.",,,
Excel,1282,Ebenezer Olonade,25-Jul-20,5,1, Excel has been a great spread sheet package. It is user friendly.,,,
Excel,1283,Scott Boucher,16-Jul-20,5,1, MS Office/ Excel is the gold standard for office productivity software. Always has been.,,,
Excel,1284,Carlos Merced,30-Jul-20,5,0, Terrific app with great functionality.,,,
Excel,1285,Mhay Royon,10-Aug-20,5,0, I love excel so much in my office work for how many years,,,
Excel,1286,babak khosravi,22-Aug-20,5,0, It is very good and useful. I do most of my office work using this Excel with my mobile phone.,,,
Excel,1287,Madhav Bhatt,6-Sep-20,5,0, Very useful and easy to use,,,
Excel,1288,Ali Vaezi,2-Sep-20,5,0, Quick and easy to use.,,,
Excel,1289,Doug Laning,25-Sep-20,5,0, Always used on my laptop. Love the app on my phone.,,,
Excel,1290,Bill Hawkins,25-Sep-20,5,0, Able to do everything I need on the fly. Good job Microsoft.,,,
Excel,1291,Shaligram Yendole,3-Oct-20,4,0, It's easy to use .,,,
Excel,1292,widiarto,12-Jul-20,5,0," great applications for working, simple and innovation..👍👍👍 In mobile..for desktop it's getting harder cause need products ",,,
Excel,1293,Victor Kar,12-Jun-20,5,4, Observing.......still no issues...some previous updates made my xlsx files corrupted & unable to use that file again.....now that corruption problem seems to have gone...& repeated sign in prompt has been gone. But I'm still observing....who knows when the corruption will begin?? �,,,
Excel,1294,Shalom Kue,6-Sep-20,5,0, I love it's convenience and ease of use,,,
Excel,1295,MUSA HARUNA,22-Sep-20,5,0," Interesting, easy and lovely",,,
Excel,1296,Lee Henderson,1-Oct-20,5,0, Perfect tool to make life easier,,,
Excel,1297,Saiprasad Telang,3-Oct-20,5,0, Perfect for daily use..,,,
Excel,1298,1929Bentley,22-Jun-20,5,234," Works well, I use it to maintain a simple graph on my desktop. Using one drive on my phone I can input data and it automatically updates. No dramas or issues, just does what it says it can.",,,
Excel,1299,Yogesh Godambe,21-Jul-20,5,0, But in sign in it is so difficult so please make it little bit easier,,,
Excel,1300,-��,27-May-20,4,17," when I firstly launch a sheet, it's in read-only mode and have no obvious tips to notice me how to eable edit. What's more, when I edit in cell, it will auto change charactor format and also it cannot change format by charactor in a cell.",,,
Excel,1301,Siddhesh Chaudhari,8-Aug-20,5,1, Well I think this app is pretty good but I wouldn't mind using Microsoft excel on my pc than on my mobile because I think working on excel on pc is different and is bit more comfortable,,,
Excel,1302,Clarissa Lim,4-May-20,1,18," My Excel doesn't sync. It keeps telling me I need to refresh the file since there were changes but whenever I do, it still doesn't refresh to the latest version. HELP!!! This started last week. Prior that, it was working fine 😭�",,,
Excel,1303,Chance Harvey,10-Jun-20,5,8," I use Excel spreadsheets daily. Don't think I could function without it. This app is great, but it needs a ""Page Break"" function in order to print spreadsheets properly as desired.",,,
Excel,1304,Paul Horton,19-Jun-20,1,10, Have always used Excel on Android phone and tablet but unable to use on new tablet without Microsoft 365 subscription as screen is bigger than 10.1. Seems crazy as it still runs on laptop which has a bigger screen. Switched to Google Docs.,,,
Excel,1305,Karlo Qzar Ileto,22-Jul-20,5,0, Super Helpful and excel na excel. 😂😂😂�,,,
Excel,1306,esmilner3,11-Jun-20,3,8," Too difficult to do pretty basic things that are easy in the desktop version. Too many different commands from the desktop version. If I have to learn a whole new app, I could just as easily use a different spreadsheet application.",,,
Excel,1307,848 W6sq3,11-Jul-20,1,1," Just needed basic spreadsheet without attachments not complicated worked running problems with these types apps , just needed work without wallet",,,
Excel,1308,Luca Ansaloni,30-May-20,4,17," Very nice to have access to all the documents on one drive via phone! The app is maybe not as intuitive as the desktop version in the beginning, but the more one use the more user-friendly it gets.",,,
Excel,1309,JL Supplies,18-Jun-20,1,4, description and details dont say that you need a paid active subsciption to use it. so i ended up creating a microsoft account and at the end it says have get a subscription. this is misleading app info onbehalf of microsoft. never wil i use it.,,,
Excel,1310,Chris Reed,5-May-20,5,24," Being able use a spreadsheet on a phone that I can later open on my computer allows me to take and input data in the field, and work with it back at the office seemlessly. Way better than Google sheets.",,,
Excel,1311,Lucy Maikweki,10-Sep-20,5,0, Excellent experience with mobile version,,,
Excel,1312,john stewart,10-Sep-20,1,0, Keeps corrupting file after edit on galaxy s10,,,
Excel,1313,Ramani Muniandy,16-Sep-20,5,0, Why not But seriously very helpful and easy,,,
Excel,1314,Danny Everett,22-May-20,5,16," They deserved an updated positive review. This is a great app for Android, especially with the Microsoft 365 package. The best and I would recommend to all. It's included in my monthly subscription and totally all worth it.",,,
Excel,1315,Arul Aravind nutrition,5-Aug-20,5,1, It's very useful easy handling thankyou Microsoft teams,,,
Excel,1316,Hoyt Northcutt,7-Jun-20,5,9, For many years I've depended on Excel spreadsheets to keep up company records. To have such a powerful program available in miniature on my cellphone to be able to keep track of my business is nothing short of incredible.,,,
Excel,1317,Thomas Kennedy,26-Aug-20,5,0, spreadsheets are easy to navigate,,,
Excel,1318,Babu Babu,7-Aug-20,4,1, This simple and easy way to make your account database details is safe and secure...,,,
Excel,1319,Colin Knowles,21-Jun-20,4,25," The learning curve is a little high considering you have to navigate around a bit to find certain features, but once you've found your commonly used ones and can incorporate them back into your workflow, it's great.",,,
Excel,1320,Arslan Khan,16-Sep-20,5,0, Very Handy & helpful Highly recommended,,,
Excel,1321,Chauhan Mukeshsinh,6-Aug-20,5,1, Wonderful app. It help me in making bill,,,
Excel,1322,A Google user,23-Jul-20,5,1, Great tool. Keep up the great work and thanks so much.,,,
Excel,1323,Julie Stacey,11-May-20,4,12, Takes a bit of getting used to on a tablet after using in a computer. Having to press edit when you want to enter information into a cell is a bit of a pain if you land on a cell then you obviously want to edit it.,,,
Excel,1324,sue capps,25-Jul-20,2,0, A very cut down programme and paying for it too come on microsoft please give us the full version,,,
Excel,1325,Magdalena Lenie Louw,24-Jun-20,5,2," What an amazing app. I was totally computer illiterate and this app helped me,to get familiar with things like columns and filing.Within 4 months I learned more than I would ever have, thanks to this app",,,
Excel,1326,S S,3-May-20,5,13, Very user friendly app. Hope Microsoft /Developers will be more generous in adding some more advanced features for who cannot afford paid version. Thanks a lot for whatever they have given for free!!!!,,,
Excel,1327,Bhati Gunasekara,13-May-20,5,12, I am well aware of Excel as an excellent software. I have already using in my laptops as ms Office 2013 and MS 365. This version I got for minor usages for the tab. Thank you for allowing me to use this version for minor works.,,,
Excel,1328,C Jones,2-May-20,3,17," Optional data message won't accept choices and appears every time I open it no matter what selections I chose, gets annoying as I open it several times a day. Other than this it's great for what I need.",,,
Excel,1329,Mihai Spinu,28-Apr-20,5,27," It is an useful app that helps with calculating budgets and other quick calculus, it has lots of editing options and it's easy to use on your phone from anywhere. I recommend it!",,,
Excel,1330,Rev. Connie Benton-Lucas,1-May-20,5,110, Phenomenal! The ability to budget on my phone and the ease of using formulas is the best part. It's Excel on my phone... and Word as well. I love it. Thank you.,,,
Excel,1331,MOHAMAD ABDULLA,11-Aug-20,5,0, Great app. Reasonably user friendly,,,
Excel,1332,Anthony Hunte,29-Jul-20,4,0, Very easy to use and great for managing domestic budgets,,,
Excel,1333,Jyoti Tiwari,21-Jul-20,4,0, It's have good features to use. I am satisfied with this app,,,
Excel,1334,Walt Thompson,1-Oct-20,4,0, Does what I need but because if the small phone screen I prefer this to view only.,,,
Excel,1335,Vidhi Gupta,10-Jul-20,4,1," Hey Microsoft team, I am a bit confused that how can I use goal seek, screnario, etc. with this app on my mobile...Otherwise it is a nice app..",,,
Excel,1336,kashmira mistry,19-Aug-20,1,0, Worse excel app I have used till now.,,,
Excel,1337,Sachin Rane,6-Jul-20,3,4, Very nice app but how to run my .xlsm file on my mobile. There is no support to macro based workbook then what is the advantage to get in loop ( file sync. with cloud storage). Please help me.,,,
Excel,1338,NL,24-Apr-20,4,66," Really good for opening up finished and polished spreadsheets, but functionally limited when it comes to editing files. Your better off using the desktop version if you are planning on doing any major edits.",,,
Excel,1339,Martin Loo,26-May-20,2,19, It seems not so stable. When I'm using smartphone (in dark mode) to open my Excel copy it turned black at certain background as it try following the dark mode version. I have to turn off the dark mode to get it normal back.,,,
Excel,1340,Mir Abbas Sagheer,2-Jul-20,5,8," Excel is a comprehensive worksheet creation program that can suit any requirement. However, deep knowledge requires some training and experience. I enjoy Excel, for the past 20+ years.",,,
Excel,1341,Ricardo Olivares,12-May-20,4,10," Great day for day-to-day and lite tasks. Analytics is not there yet. Even the goal seeker or grouping features are not available. But, this version is amazing for 90% of what you need to do.",,,
Excel,1342,Efayemi Doherty,17-Aug-20,5,0, Very easy to lay out figures,,,
Excel,1343,David Tabing Jr.,9-Jun-20,4,9," For those who are experiencing ""corrupted file error"", back up your excel file, and transfer it to internal storage instead. This will prevent your file from getting corrupted. Hope this bug will get fix soon.",,,
Excel,1344,Shweta Y,16-Jul-20,5,0," Most useful aap in mobile. At any time we can use it without any laptop or computer so, I like this app thank you makers �",,,
Excel,1345,Shakshi sambyal,3-Jul-20,3,3," The update size of file is 306 kb but when I update it, it reaches to 30 mb and still it is updating. Please solve this problem. Otherwise a good app, can do a lot of work of excel sheet without opening laptop",,,
Excel,1346,sohaib ahmed,11-Sep-20,2,0, Well I need to ask why my content on each and every cell is hidden and I can't perform operations on preformatted tables,,,
Excel,1347,Jay Shukla,30-Sep-20,4,0, Good compatibility on mobile,,,
Excel,1348,Sebastien Eskenazi,12-Aug-20,4,0, not all the functionality of windows but good enough,,,
Excel,1349,Arockia Raj,15-Jul-20,4,2," Some features are not available in mpbile version. Plz include that also like conditional formatting, VB editor, etc...",,,
Excel,1350,Samuel Okah,2-Jul-20,4,8," It a nice app, smooth interface, if you know your way around excel, it's easy to use, get the job done pending when you have access to a system",,,
Excel,1351,Thabang Sejosengoe,20-May-20,5,42," Exceptional but I always miss the offline help facility, for example if one connects to the Internet through a WiFi router and there's no electricity, then life kind of stops right there.",,,
Excel,1352,Dan Eguia,26-May-20,5,26, Update: works like a charm. Thanks for fixing it. Old: Last update broke a lot of functionality Can no longer load files with macros. The enter key no longer exits a cell when entering data,,,
Excel,1353,HENRY OKARO,17-Jun-20,5,4," This is fantastic app. However, its one hell of a job to use it with one drive. There is usually a login issues",,,
Excel,1354,Justin Ramalingum,26-Jun-20,5,6, Convenient for me to do my work on the go. I also love that I can plug into Dex and continue. Great app. Just wish there was a tutorial to help me adjust to the program. Thanks,,,
Excel,1355,sahil kumar,12-Jul-20,5,1, I thankful to Microsoft for giving Excel in Mobile Application. Very Nice Application. So useful.,,,
Excel,1356,Allen Smith,17-Jul-20,5,0," Never an issue as long as I follow the program, works wonderfully.",,,
Excel,1357,Anil Paul,29-Aug-20,5,0, Easy to use.. Awesome features..,,,
Excel,1358,Chirag Nayyar,13-Jul-20,5,1," Great app, helps me alot to check n edit the data over phone. Loved it",,,
Excel,1359,Atlas professional Services,14-Jul-20,5,1," Quick, easily accessible, and straightforward.",,,
Excel,1360,vidyavenu pawar,10-Sep-20,5,0, It allows us to do our work in very comfortable and easy way.,,,
Excel,1361,Patrick Nyirongo,28-Aug-20,5,0, Its a good application it really helps keeping the information of my works,,,
Excel,1362,Gary W,12-May-20,5,10, Fairly close to the Windows version of Excel so the learning curve is minimal. Excel is an industry standard spreadsheet application with powerful data mining capabilities.,,,
Excel,1363,Jaideep Sawant,22-Jul-20,4,0," I do not have to adapt from the desktop app, it is so convenient.",,,
Excel,1364,Brandon Hallas,30-May-20,5,10, The user interface is slightly different to what I'm used to on the PC. But once I got the handle of it I could work quickly. Great help to have all my spreadsheets available wherever I am,,,
Excel,1365,Shamsul alam khan murad,20-May-20,5,107, Ms excel in Mobile its simply wonderful. working online and offline both superv. its very much helpful. improving day by day. thank you so much this app developer. Best wishes for the team. some improvement need. its helpful.,,,
